,Daftar,Poem,Beyt,Mesra1,Mesra2
15994,5,81,2,كه یكی رقعه نوشتم پیش شاه,"ای عجب! آن جا رسید و یافت راه؟ 
"
15995,5,81,3,آن دگر را خواند هم آن خوب خدّ,"هم نداد آن را جواب و تن بزد
"
15996,5,81,4,خشك می آورد او را شهریار,"او مكرر كرد رقعه چند بار
"
15997,5,81,5,گفت حاجب: آخر او بندۀ شماست,"گر جوابش بر نویسی هم رواست 
"
15998,5,81,6,از شهی ِ تو چه كم گردد اگر ,"بر غلام و بنده اندازی نظر ؟
"
15999,5,81,7,گفت: این سهل است، اما احمق است,"مردِ احمق زشت و مردود حق است 
"
16000,5,81,8,گر چه آمرزم گناه و زلتش,"هم كند در من سرایت علتش 
"
16001,5,81,9,صد كس از  َگرگین همه  َگرگین شوند,"خاصه این گرّ ِ  خبیثِ عقل بند
"
16002,5,81,10,َگرّ ِ كم عقلی مبادا گبر را,"شومیش بی آب دارد ابر را
"
16003,5,81,11,نم نبارد ابر از شومی او,"شهر شد ویرانه از بومی او
"
16004,5,81,12,از  ِگرآن ِ احمقان، طوفان نوح,"كرد ویران عالمی را در فضوح 
"
16005,5,82,1,گفت پیغمبر كه: احمق هر كه هست,"او عدوی ما و غول و ره زن است 
"
16006,5,82,2,هر كه او عاقل بود او جان ِ ماست,"روح او و ریح او ریحان ماست 
"
16007,5,82,3,عقل، دشنامم دهد، من راضیم,"زانكه فیضی دارد از فیّاضیم 
"
16008,5,82,4,نبود آن دشنام او بی فایده,"نبود آن مهمانی اش بی مایده 
"
16009,5,82,5,احمق ار حلوا نهد اندر لبم,"من از آن حلوای او اندر تبم 
"
16010,5,82,6,این یقین دان، گر لطیف و روشنی,"نیست بوس كون خر را چاشنی 
"
16011,5,82,7,سبلتت گنده كند بی فایده,"جامه از دیگش سیه، بی مایده 
"
16012,5,82,8,مائده عقل است، نی نان و شوا,"نور ِ عقل است ای پسر، جان را غذا
"
16013,5,82,9,نیست غیر نور، آدم را خورش,"از جز آن، جان را نباید پرورش 
"
16014,5,82,10,زین خورشها اندك اندك باز بُر,"كاین غذای خر بود، نی آن ِ حُرّ
"
16015,5,82,11,تا غذای اصل را قابل شوی,"لقمه های نور را آكل شوی 
"
16016,5,82,12,عكس ِ آن نور است، كاین نان، نان شدست,"فیض آن جان است، كاین جان، جان شدست 
"
16017,5,82,13,چون خوری یك بار از مأكول ِ نور,"خاك ریزی بر سر نان ِ تنور
"
16018,5,82,14,* عقل شیدا شد، چه خوانی ترّهات؟,"راه پیدا شد، چه پائی بی ثبات؟
"
16019,5,82,15,عقل، دو عقل است، اول مكسبی,"كه در آموزی چو در مكتب، صبی 
"
16020,5,82,16,از كتاب و اوستاد و فكر و ذكر,"ارمغانی و ز علوم ِ خوب و بكر
"
16021,5,82,17,عقل تو افزون شود بر دیگران,"لیك تو باشی ز حفظ آن گران 
"
16022,5,82,18,لوح حافظ تو شوی در دور و گشت,"لوح محفوظ است، كاو زین در گذشت 
"
16023,5,82,19,عقل دیگر بخشش یزدان بود,"چشمۀ آن در میان جان بود
"
16024,5,82,20,چون ز سینه آب دانش جوش كرد,"نی شود گنده، نه دیرینه، نه زرد
"
16025,5,82,21,ور ره نبعش بود بسته، چه غم ؟,"كاو همی جوشد ز خانه، دم به دم 
"
16026,5,82,22,عقل تحصیلی مثال جویها,"كان رود در خانه ای از كوی ها
"
16027,5,82,23,راه آبش بسته شد، شد بی نوا,"* تشنه ماند و زار و با صد ابتلا
"
16028,5,82,24,از درون خویشتن جو چشمه را,"* تا رهی از منّت هر ناسزا
"
16029,5,83,1,مشورت میكرد شخصی با كسی,"تا یقینش رو نماید بی شکی 
"
16030,5,83,2,گفت: ای خوشنام، غیر من بجو,"ماجرای مشورت با وی بگو
"
16031,5,83,3,من عدوّم مر تو را، با من مپیچ,"نبود از رای عدو، پیروز هیچ 
"
16032,5,83,4,رو كسی جو كه تو را او هست دوست,"دوست بهر دوست، لا شك خیر جوست 
"
16033,5,83,5,من عدوّم، چاره نبود كز منی,"كژ روم، با تو نمایم دشمنی 
"
16034,5,83,6,حارسی از گرگ جستن شرط نیست,"جستن از غیر محل، ناجستنیست 
"
16035,5,83,7,من تو را بی هیچ شكی دشمنم,"من تو را كی ره نمایم؟ ره زنم 
"
16036,5,83,8,هر كه باشد همنشین دوستان,"هست در گلخن، میان بوستان 
"
16037,5,83,9,هر كه با دشمن نشیند در زَمَن,"هست او در بوستان در گولخن 
"
16038,5,83,10,دوست را مازار از ما و منت,"تا نگردد دوست خصم و دشمنت 
"
16039,5,83,11,خیر كن با خلق از بهر خدا,"یا برای جان خود، ای کدخدا 
"
16040,5,83,12,تا هماره دوست بینی در نظر,"در دلت ناید ز كین ناخوش صور
"
16041,5,83,13,چونكه كردی دشمنی، پرهیز كن,"مشورت با یار مهر انگیز كن 
"
16042,5,83,14,گفت: میدانم تو را، ای بو الحسن,"كه توئی دیرینه دشمن دار ِ من 
"
16043,5,83,15,لیك مرد عاقلی و معنوی,"عقل تو نگذاردت كه كژ روی 
"
16044,5,83,16,طبع خواهد تا  ِكشد از خصم كین,"عقل بر نفس است بندِ آهنین 
"
16045,5,83,17,آید و منعش كند، واداردش,"عقل چون شحنه ست در نیك و بدش 
"
16046,5,83,18,عقل ایمانی چو شحنۀ عادل است,"پاسبان و حاكم شهر دل است 
"
16047,5,83,19,همچو گربه باشد او بیدار هوش,"دزد در سوراخ ماند همچو موش 
"
16048,5,83,20,در هر آن جا كه بر آرد موش دست,"نیست گربه، ور بود، او مرده است 
"
16049,5,83,21,گربه ای چه؟ شیر ِ شیر افكن بود,"عقل ایمانی كه اندر تن بود
"
16050,5,83,22,غرۀ او حاكم درندگان,"نعرۀ او مانع چرندگان 
"
16051,5,83,23,شهر پُر دزد است و پُر جامه كنی,"خواه شحنه باش گو و خواه نی
"
16052,5,83,24,* عقل در تن حاکم ایمان بود,"که ز بیمش نفس در زندان بود
"
16053,5,83,25,* عقل ِ عقل و جان ِ جان، ایجان توئی,"عقل و جان خلق را سلطان توئی
"
16054,5,83,26,* عقل کل سرگشته و حیران توست,"کل موجودات در فرمان ِ توست 
"
16055,5,84,1,یك سرّیه میفرستادی رسول,"بهر جنگ كافر و دفع فضول 
"
16056,5,84,2,یك جوانی را گزید او از هذیل,"میر لشكر كردش و سالار ِ خیل 
"
16057,5,84,3,اصل لشكر، بی گمان سرور بود,"قوم بی سرور، تن بی سر بود
"
16058,5,84,4,این همه كه مُرده و پژمرده ای,"ز آن بود كه ترك سرور كرده ای 
"
16059,5,84,5,از كِسِل، و ز بخل، و ز ما و منی,"می كشی سر، خویش را سر میكنی 
"
16060,5,84,6,همچو استوری كه بگریزد ز بار,"او سر خود گیرد اندر كوهسار
"
16061,5,84,7,صاحبش در پی دوان، كای خیره سر,"هر طرف گرگیست اندر قصدِ خر
"
16062,5,84,8,گر ز چشمم این زمان غائب شوی,"پیشت آید هر طرف گرگِ قوی 
"
16063,5,84,9,استخوانت را بخاید چون شكر,"كه نبینی زندگانی را دگر
"
16064,5,84,10,آن مکن، کآخر بمانی از علف,"آتش از بی هیزمی گردد تلف 
"
16065,5,84,11,هین بمگریز از تصرف كردنم,"و ز گرانی بار، چون جانت منم 
"
16066,5,84,12,تو ستوری هم، كه نفست غالب است,"حكم، غالب را بود، ای خود پرست 
"
16067,5,84,13,خر نخواندت، اسب خواندت ذو الجلال,"اسب تازی را عرب گوید تعال 
"
16068,5,84,14,میر آخور بود، حق را، مصطفی,"بهر استوران ِ نفس ِ پُر جفا
"
16069,5,84,15,قُلْ تَعالَوْا گفت از جذب كرم,"تا ریاضتتان دهم، من رایضم 
"
16070,5,84,16,نفسها را تا مروّض كرده ام,"زین ستوران بس لگدها خورده ام 
"
16071,5,84,17,هر كجا باشد ریاضت باره ای,"از لگدهایش نباشد چاره ای 
"
16072,5,84,18,لاجرم اغلب بلا بر انبیاست,"كه ریاضت دادن خامان بلاست 
"
16073,5,84,19,سكسكانید از دمم یُرغا شوید,"تا یواش و مركب سلطان بوید
"
16074,5,84,20,قُلْ تَعالَوْا، قُلْ تَعالَوْا گفت رب,"ای ستوران ملول اندر سبق
"
16075,5,84,21,* قُلْ تَعالَوْا، قُلْ تَعالَوْا گفت حی,"ای ستوران فسرده رگ و پی
"
16076,5,84,22,* قُلْ تَعالَوْا، قُلْ تَعالَوْا گفت رب,"ای ستوران رمیده از ادب 
"
16077,5,84,23,گر نیایند، ای نبی، غمگین مشو,"ز آن دو بی تمكین، تو پُر از كین مشو
"
16078,5,84,24,گوش بعضی زین تعالواها كر است,"هر ستوری را صطبلی دیگر است 
"
16079,5,84,25,منهزم گردند بعضی زین ندا,"هست هر اسبی طویلۀ او جدا
"
16080,5,84,26,منقبض گردند بعضی زین قصص,"زآنكه هر مرغی جدا دارد قفص 
"
16081,5,84,27,خود ملایك نیز ناهمتا بُدند,"زین سبب بر آسمان صف صف شدند
"
16082,5,84,28,كودكان گر چه به یك مكتب درند,"در سبق هر یك ز یك بالاترند
"
16083,5,84,29,مشرقی و مغربی را حسهاست,"منصب دیدار، حس ِ چشم راست 
"
16084,5,84,30,صد هزاران گوشها گر صف زنند,"جمله محتاجان چشم روشنند
"
16085,5,84,31,باز صفّ گوشها را منصبی,"در سماع ِ جان و اخبار و ُنبی 
"
16086,5,84,32,صد هزاران چشم را آن راه نیست,"هیچ چشمی از سماع آگاه نیست 
"
16087,5,84,33,همچنین هر حس، یك یك می شمَر,"هر یكی معزول از آن كار دگر
"
16088,5,84,34,پنج حس ظاهر و پنج اندرون,"در صف اند، اندر قیام الصافون 
"
16089,5,84,35,هر كسی كاو از صف دین سركش است,"میرود سوی صفی كان ناخوش است 
"
16090,5,84,36,تو ز گفتار تَعالَوْا كم مكن,"كیمیائی بس شگرف است این سخُن 
"
16091,5,84,37,گر مسی گردد ز گفتارت نفیر,"كیمیا را هیچ از وی وامگیر
"
16092,5,84,38,این زمان گرم است نفس ساحرش,"گفتِ تو سودش كند در آخرش 
"
16093,5,84,39,قُلْ تَعالَوْا قُلْ تَعالَوْا، ای غلام,"هین كه ان الله یدعو بالسلام 
"
16094,5,84,40,خواجه باز آ از منی و از سری,"سروری جو، كم طلب كن سروری 
"
16095,5,85,1,چون پیمبر سروری كرد از هذیل,"از برای لشكر منصور خیل 
"
16096,5,85,2,بوالفضولی از حسد طاقت نداشت,"اعتراض و لا نسلم بر فراشت 
"
16097,5,85,3,خلق را بنگر كه چون ظلمانی اند,"در متاع فانئی، چون فانی اند
"
16098,5,85,4,از تكبر جمله اندر تفرقه,"مرده از جان، زنده اندر محرقه 
"
16099,5,85,5,این عجب كه جان به زندان اندر است,"وآنگهی مفتاح زندانش به دست 
"
16100,5,85,6,پای تا سر، غرق سرگین آن جوان,"میزند بر دامنش جوی روان 
"
16101,5,85,7,دائما پهلو به پهلو بی قرار,"پهلوی آرامگاه و پشت دار
"
16102,5,85,8,نور پنهان است و جستجو گواه,"كز گزافه دل نمی جوید پناه 
"
16103,5,85,9,گر نبودی حبس دنیا را مناص,"نه بُدی وحشت، نه دل جستی خلاص 
"
16104,5,85,10,وحشتت همچون موكل میكِشد,"كه بجو ای ضال، منهاج رَشَد
"
16105,5,85,11,هست منهاجی نهان در مكمنت,"یافتش، یعنی گزافه جُستنت 
"
16106,5,85,12,تفرقه جویای جمع اندر كمین,"تو در این طالب، رُخ مطلوب بین 
"
16107,5,85,13,مردگان باغ، برجسته ز بُن,"زندگی بخشنده را تو فهم كن 
"
16108,5,85,14,چشم این زندانیان هر دم به در,"كی بُدی؟ گر نیستی كس مژده ور
"
16109,5,85,15,صد هزار آلودگان ِ آبْ جو,"كی بُدندی؟ گر نبودی آبِ جو
"
16110,5,85,16,بر زمین پهلوت را آرام نیست,"زآنكه در خانه لحاف و بستریست 
"
16111,5,85,17,بی مقر گاهی، نباشد بی قرار,"بی خمار اشكن، نباشد این خمار
"
16112,5,85,18,گفت: نی نی، یا رسول الله مكُن,"سرور لشكر، مگر شیخ كهن 
"
16113,5,85,19,یا رسول الله، جوان ار شیر زاد,"غیر مرد پیر سر لشكر مباد
"
16114,5,85,20,هم تو گفتی این و گفتِ تو گوا,"پیر باید، پیر باید پیشوا
"
16115,5,85,21,یا رسول الله در این لشكر نگر,"هست چندین پیر از وی پیشتر
"
16116,5,85,22,زین درخت، آن برگ زردش را مبین,"سیبهای پختۀ او را بچین 
"
16117,5,85,23,برگهای زرد او خود كی تهیست؟,"این نشان پختگی و كاملیست 
"
16118,5,85,24,برگ زرد و ریش و آن موی سپید,"بهر عقل پخته می آرد نوید
"
16119,5,85,25,برگهای نو رسیده سبزفام,"شد نشان آنكه آن میوه ست خام 
"
16120,5,85,26,برگِ بی برگی نشان ِ عارفیست,"زردی زر، سرخ روئی صارفی است 
"
16121,5,85,27,آنكه او  ُگل عارض است، ار نو خط است,"او به مكتب گاه مخبر نو خط است 
"
16122,5,85,28,حرفهای خط او كژمژ بود,"مزمن عقل است، اگر تن میدود
"
16123,5,85,29,پای پیر از سرعت ار چه باز ماند,"یافت عقل ِاو دو پَر، بر اوج راند
"
16124,5,85,30,گر مثل خواهی به جعفر در نگر,"داد حق بر جای دست و پاش پَر
"
16125,5,85,31,* گر ز اسرار سخن بوئی بری,"من سخن گویم چو زرّ جعفری
"
16126,5,85,32,بگذر از زر، كاین سخن شد محتجب,"همچو سیماب این دلم شد مضطرب 
"
16127,5,85,33,ز اندرونم صد خموشی خوش نفس,"دست بر لب مینهد، یعنی كه بس 
"
16128,5,85,34,خامشی بحر است و گفتن همچو جو,"بحر میجوید تو را، جو را مجو
"
16129,5,85,35,از اشارتهای دریا سر متاب,"ختم كن، والله اعلم بالصواب 
"
16130,5,85,36,همچنین پیوسته كرد آن بی ادب,"پیش پیغمبر سخن، ز آن سرد لب 
"
16131,5,85,37,دست میدادش سخن، او بی خبر,"كه خبر هرزه بود پیش نظر
"
16132,5,85,38,این خبرها از نظرها نائب است,"بهر حاضر نیست، بهر غائب است 
"
16133,5,85,39,هر كه او اندر نظر موصول شد,"این خبرها پیش او معزول شد
"
16134,5,85,40,چونكه با معشوق گشتی همنشین,"دفع كن دلالگان را بعد از این 
"
16135,5,85,41,هر كه از طفلی گذشت و مرد شد,"نامه و دلاله بر وی سرد شد
"
16136,5,85,42,نامه خواند از پی تعلیم را,"حرف گوید از پی تفهیم را
"
16137,5,85,43,پیش بینایان خبر گفتن خطاست,"كان دلیل غفلت و نقصان ماست 
"
16138,5,85,44,پیش بینا شد خموشی نفع ِ تو,"بهر این آمد خطابِ ""أنصتوا""
"
16139,5,85,45,گر بفرماید: بگو، بر گوی خَوش,"لیك اندک گو، دراز اندر مكش 
"
16140,5,85,46,ور بفرماید كه: اندر كش دراز,"همچنان شرمین بگو، با امر ساز
"
16141,5,85,47,همچنین كه من در این زیبا فسون,"با ضیاء الحق حسام الدین كنون 
"
16142,5,85,48,چونكه كوته میكنم من از رَشَد,"او به صد نوعم به گفتن میكشد
"
16143,5,85,49,ای حسام الدین ضیاء ذو الجلال,"چونكه می بینی، چه میجویی مقال ؟ 
"
16144,5,85,50,این مگر باشد ز حبّ مشتهی,"اسقنی خمرا و قل لی انّها
"
16145,5,85,51,بر دهان توست این دم جام ِ او,"گوش میگوید كه: قسم گوش كو ؟
"
16146,5,85,52,قسم تو گرمیست، نك گرمیت هست,"گفت: حرص من از این افزونتر است 
"
16147,5,86,1,در حضور مصطفای قند خو,"چون ز حد برد آن عرب، از گفت وگو
"
16148,5,86,2,آن شهِ  وَ النَّجْمِ و سلطان عبس,"لب گزید آن سرد دم را، گفت: بس 
"
16149,5,86,3,دست میزد بهر منعش بر دهان,"چند گوئی پیش دانای نهان ؟
"
16150,5,86,4,پیش بینا برده ای سرگین خشك,"كه بخر این را، به جای ناف مُشك 
"
16151,5,86,5,بعر را، ای گنده مغز ِ گنده مُخ,"زیر ِ بینی بنهی و، گوئی كه اُخ 
"
16152,5,86,6,اُخ اُخی برداشتی، ای خُشک مغز,"تا نمائی پشک دون را مُشکِ نغز 
"
16153,5,86,7,تا که بفریبی مشام پاك را,"آن چرندۀ گلشن افلاك را
"
16154,5,86,8,حلم او خود را اگر چه گول ساخت,"خویشتن را اندكی باید شناخت 
"
16155,5,86,9,دیگ را گر باز ماند شب دهن,"گربه را هم شرم باید داشتن 
"
16156,5,86,10,خویشتن گر خفته كرد آن خوب فر,"سخت بیدار است، دستارش مبر
"
16157,5,86,11,چند گوئی ای لجوج بی صفا ؟,"این فسون دیو، پیش مصطفی 
"
16158,5,86,12,صد هزاران حلم دارند این گروه,"هر یكی حلمی از آنها، صد چو كوه 
"
16159,5,86,13,حلمشان بیدار را ابله كند,"زیرك صد چشم را گمره كند
"
16160,5,86,14,حلمشان همچون شرابِ خوبِ نغز,"نغز نغزك بر رود بالای مغز
"
16161,5,86,15,مست را بین ز آن شراب پُر شگفت,"همچو فرزین مست كژ رفتن گرفت 
"
16162,5,86,16,مرد برنا ز آن شراب زود گیر,"در میان راه میافتد چو پیر
"
16163,5,86,17,خاصه آن باده، كه از خمّ نبیست,"نه مِیی كه مستی او یك شبیست 
"
16164,5,86,18,آنكه آن اصحاب كهف از نُقل و نقل,"سیصد و نه سال گم كردند عقل 
"
16165,5,86,19,زآن زنان مصر جامی خورده اند,"دستها را شرحه شرحه كرده اند
"
16166,5,86,20,ساحران هم سُكر ِ موسی داشتند,"دار را دلدار می پنداشتند
"
16167,5,86,21,جعفر طیار ز آن می  بود مست,"زآن گرو میكرد بیخود، پا و دست 
"
16168,5,87,1,با مریدان آن فقیر محتشم,"بایزید آمد كه: نك یزدان منم 
"
16169,5,87,2,گفت مستانه عیان آن ذو فنون,"لا اله الا انا ها، فاعبدون 
"
16170,5,87,3,چون گذشت آن حال گفتندش صباح,"تو چنین گفتی و، این نبود صلاح 
"
16171,5,87,4,گفت: این بار ار كنم من مشغله,"كاردها در من زنید آن دم هله 
"
16172,5,87,5,حق منزّه از تن و، من با تنم,"چون چنین گویم بباید كشتنم 
"
16173,5,87,6,چون وصیت كرد آن آزاد مرد,"هر مریدی، كاردی آماده كرد
"
16174,5,87,7,مَست گشت او باز از آن سغراق زفت,"آن وصیتهاش از خاطر برفت 
"
16175,5,87,8,عشق آمد، عقل او آواره شد,"صبح آمد، شمع او بیچاره شد
"
16176,5,87,9,عقل خود شحنه ست، چون سلطان رسید,"شحنۀ بی چاره در ُكنجی خزید
"
16177,5,87,10,عقل سایۀ حق بود، حق آفتاب,"سایه را با آفتاب او چه تاب ؟
"
16178,5,87,11,چون پَری غالب شود بر آدمی,"گم شود از مَرد وصفِ مردمی 
"
16179,5,87,12,هر چه گوید او، پری گفته بود,"زین سری نه، زآن سری گفته بود
"
16180,5,87,13,چون پری را این دم و قانون بود,"كردگار آن پری خود چون بود ؟
"
16181,5,87,14,اوی او رفته، پَری خود او شده,"ُتركِ  بی الهام تازی گو شده 
"
16182,5,87,15,چون بخود آید، نداند یك لغت,"چون پری را هست این ذات و صفت 
"
16183,5,87,16,پس خداوند پری و آدمی,"از پری كی باشدش آخر كمی ؟
"
16184,5,87,17,* شیر گیر از شیر کی ترسد؟ بگو,"شرح راه از کور که پرسد؟ بگو
"
16185,5,87,18,شیر گیر، ار خون نره شیر خَورد,"تو بگوئی: او نكرد، آن باده كرد
"
16186,5,87,19,ور سخن پردازد از راز كهن,"تو بگوئی: باده گفته ست آین سُخُن 
"
16187,5,87,20,باده ای را میبود این شرّ و شور,"نور حق را نیست آین فرهنگ و زور ؟
"
16188,5,87,21,كه تو را از تو بكل خالی كند ؟,"تو شوی پست، او سخن عالی كند
"
16189,5,87,22,گر چه قرآن از لب پیغمبر است,"هر كه گوید: حق نگفت، او كافر است 
"
16190,5,87,23,چون همای بیخودی پرواز كرد,"آن سخن را بایزید آغاز كرد
"
16191,5,87,24,عقل را سیل تحیر در ربود,"ز آن قوی تر گفت كاول گفته بود
"
16192,5,87,25,نیست اندر جبه ام الا خدا,"چند جوئی در زمین و در سما ؟
"
16193,5,87,26,آن مریدان جمله دیوانه شدند,"كاردها در جسم پاكش میزدند
"
16194,5,87,27,"هر یكی چون ملحدان ِ ""گِرد كوه""","كارد میزد پیر خود را بی ستوه 
"
16195,5,87,28,هر كه اندر شیخ تیغی می خلید,"باژگونه او تن خود میدرید
"
16196,5,87,29,یك اثر نی بر تن آن ذو فنون,"و آن مریدان خسته در غرقابِ خون 
"
16197,5,87,30,هر كه او سوی گلویش زخم بُرد,"حلق خود ببریده دید و، زار مُرد
"
16198,5,87,31,وآنكه او را زخم اندر سینه زد,"سینه اش بشكافت، شد مردۀ ابد
"
16199,5,87,32,وآنكه آگه بود از آن صاحب قران,"دل ندادش كه زند زخم گران 
"
16200,5,87,33,نیم دانش، دست او را بسته كرد,"جان ببرد، الا كه خود را خسته كرد
"
16201,5,87,34,روز گشت و آن مریدان كاسته,"نوحه ها از خانه شان برخاسته 
"
16202,5,87,35,پیش او آمد هزاران مرد و زن,"كای دو عالم درج در یك پیرهن 
"
16203,5,87,36,این تن تو، گر تن مردم بُدی ؟,"چون تن مردم ز خنجر ُگم شدی ؟
"
16204,5,87,37,با خودی، با بیخودی دوچار زد,"با خود اندر دیدۀ خود خار زد
"
16205,5,87,38,ای زده بر بیخودان تو ذو الفقار,"بر تن خود میزنی آن، هوش دار
"
16206,5,87,39,زآنكه بیخود فانی است و ایمن است,"تا ابد در ایمنی او ساكن است 
"
16207,5,87,40,نقش ِ او فانی و، او شد آینه,"غیر ِ نقش ِ روی ِ غیر، آنجای نه 
"
16208,5,87,41,گر كنی تف، سوی روی خود كنی,"ور زنی بر آینه، بر خود زنی 
"
16209,5,87,42,ور ببینی روی زشت، آن هم توئی,"ور ببینی عیسی مریم، توئی 
"
16210,5,87,43,او نه این است و نه آن، او ساده است,"نقش تو در پیش تو بنهاده است 
"
16211,5,87,44,چون رسید اینجا، سخن لب در ببست,"چون رسید اینجا، قلم در هم شكست 
"
16212,5,87,45,لب ببند، ار چه فصاحت دست داد,"دم مزن و الله اعلم بالرشاد
"
16213,5,87,46,بر كنار بامی، ای مست مُدام,"پست بنشین، یا فرود آ والسلام 
"
16214,5,87,47,هر زمانی كه شوی تو كامران,"آن دم خوش را، كنار بام دان 
"
16215,5,87,48,بر زمان خوش هراسان باش تو,"همچو گنجش خِفیه كن، نی فاش تو
"
16216,5,87,49,تا نیاید بر ولا ناگه بلا,"ترس ترسان رو در آن مكمن، هلا
"
16217,5,87,50,ترس ِ جان، در وقت شادی از زوال,"ز آن كنار بام غیب است ارتحال 
"
16218,5,87,51,گر نمی بینی كنار بام ِ راز,"روح میبیند كه هستش اهتزاز
"
16219,5,87,52,هر نكالی ناگهان كان آمده ست,"بر كنار كنگرۀ شادی نشست 
"
16220,5,87,53,جز كنار بام خود نبود سقوط,"اعتبار از قوم نوح و قوم لوط
"
16221,5,87,54,* اعتباری گیر تا یابی صفا,"از درون انبیا و اولیا
"
16222,5,88,1,پرتو مستیّ بی حدّ ِ نبی,"چون بزد، هم مست و خوش گشت آن غبی 
"
16223,5,88,2,"لاجرم ""بسیار گو"" شد از نشاط","مست ادب بگذاشت، آمد در خباط
"
16224,5,88,3,* نی همه جا بیخودی شرّ میكند ,"بی ادب را، بی ادب تر میكند
"
16225,5,88,4,گر بود عاقل، نكو فر میشود,"ور بود بد خوی، بدتر میشود
"
16226,5,88,5,* بر لبیب آید لباب آن کاس او,"واز غبی کم گردد استیناس او
"
16227,5,88,6,* بیخود از می با ادب گردد تمام,"با خود، از می، بی ادب گردد مُدام
"
16228,5,88,7,لیك اغلب چون بَدَند و ناپسند,"بر همه می را مُحرّم كرده اند
"
16229,5,88,8,حكم، غالب راست، چون اغلب بَدَند,"تیغ را از دست رهزن بستدند
"
16230,5,89,1,گفت پیغمبر كه: ای  ظاهرنگر,"تو مبین او را جوان و بی هنر
"
16231,5,89,2,ای بسا ریش ِ سیاه و، مرد پیر,"ای بسا ریش سپید و، دل چو قیر
"
16232,5,89,3,عقل ِ او را آزمودم بارها,"كرد پیری آن جوان در كارها
"
16233,5,89,4,پیر، پیر ِ عقل باشد ای پسر,"نی سپیدی موی اندر ریش و سر
"
16234,5,89,5,از بلیس او پیرتر خود كی بود ؟,"چونكه عقلش نیست، او لاشیع بود
"
16235,5,89,6,* طفل مگیرش، چون بود صاحب کمال,"پیر باشد در هنر آن خوش خصال
"
16236,5,89,7,اندر آن طفلی چو عیسی خوش نفس,"پاك باشد از غرور و از هوس 
"
16237,5,89,8,آن سپیدی مو دلیل پختگیست,"پیش چشم بسته، كش كوته تگیست 
"
16238,5,89,9,آن مقلد، چون نداند جز دلیل,"در علامت جوید او دائم سبیل 
"
16239,5,89,10,بهر آن گفتیم كاین تدبیر را,"چونكه خواهی كرد، بگزین پیر را
"
16240,5,89,11,* لیک پیر عقل، نی پیر مسن,"می ندانی ممتحن از ممتحن
"
16241,5,89,12,آنكه او از پردۀ تقلید جَست,"او به نور حق ببیند هر چه هست 
"
16242,5,89,13,نور پاكش بی دلیل و بی بیان,"پوست بشكافد، در آید در میان 
"
16243,5,89,14,پیش ظاهربین، چه قلب و چه سره,"او چه داند چیست اندر قوصره ؟
"
16244,5,89,15,ای بسا زرّ ِ سیه كرده به دود,"تا رهد از دست هر دزدی حسود
"
16245,5,89,16,ای بسا مسّ ِ بیندوده به زر,"تا فروشد آن به عقل ِ مختصر
"
16246,5,89,17,ما كه باطن بین ِ جمله كشوریم,"دل ببینیم و به ظاهر ننگریم 
"
16247,5,89,18,قاضیانی كه به ظاهر می تنند,"حكم بر اشكال ظاهر می كنند
"
16248,5,89,19,چون شهادت گفت و ایمانش نمود,"حكم او مؤمن كنند، این قوم زود
"
16249,5,89,20,بس منافق، كاندر این ظاهر گریخت,"خون صد مومن به پنهانی بریخت 
"
16250,5,89,21,جهد كن تا پیر ِ عقل و دین شوی,"تا چو عقل ِ كل تو باطن بین شوی 
"
16251,5,89,22,از عدم چون عقل زیبا رو نمود,"خلعتش داد و هزارش عز فزود
"
16252,5,89,23,* عقل چون از عالم غیبی گشاد,"رفعت افزود و هزاران نام داد
"
16253,5,89,24,كمترین زآن نامهای خوش نفس,"اینكه نبود هیچ او محتاج ِ كس 
"
16254,5,89,25,گر به صورت وا نماید عقل رو,"تیره باشد روز، پیش نور او
"
16255,5,89,26,ور مثال احمقی پیدا شود,"ظلمت شب پیش او روشن بود
"
16256,5,89,27,كاو ز شب مظلم تر و، تاری تر است,"لیك خفاش شقی، ظلمت خر است 
"
16257,5,89,28,اندك اندك خوی كن با نور ِ روز,"ور نه خفاشی بمانی بی فروز
"
16258,5,89,29,عاشق هر جا شكال و مشكلیست,"دشمن هر جا چراغ مقبلیست 
"
16259,5,89,30,ظلمت اشكال زآن جوید دلش,"تا كه افزون تر نماید حاصلش 
"
16260,5,89,31,تا تو را مشغول آن مشكل كند,"و ز نهاد زشت خود غافل كند
"
16261,5,90,1,عاقل آن باشد كه او با مشعله ست,"او دلیل و پیشوای قافله ست 
"
16262,5,90,2,پیرو نور خود است آن پیش رو,"تابع خویش است آن بی خویش رو
"
16263,5,90,3,مومن خویش است و ایمان آورید,"هم به آن نوری كه جانش زو چَرید
"
16264,5,90,4,دیگری، كه نیم عاقل آمد او,"عاقلی را دیده کرد، آن راه جو
"
16265,5,90,5,دست در وی زد، چو كور اندر دلیل,"تا بدو بینا شد و چُست و جلیل 
"
16266,5,90,6,و آن خری كز عقل جو سنگی نداشت,"خود نبودش عقل و، عاقل را گذاشت 
"
16267,5,90,7,* حق نداند، نی قلیل و نی کثیر,"می نجوید هم نذیر و هم بشیر
"
16268,5,90,8,* غرقه اندر غفلت و در قال و قیل,"ننگش آید آمدن خلفِ دلیل 
"
16269,5,90,9,میرود اندر بیابان دراز,"گاه لنگان آیس و، گاهی به تاز
"
